county,year,gdays,maqi
Sanders,1986,80,29
Stafford,2019,93,244
Bradley,2010,151,315
White Pine,1994,105,280
Rhea,1980,200,199
Clay,2003,159,173
Archuleta,1999,92,313
Claiborne,1990,182,232
Travis,1988,190,266
Frederick,2006,156,146
Kings,1984,205,37
Archuleta,1990,54,29
Sonoma,2004,122,336
Cameron,2017,87,306
Elkhart,1998,190,101
San Luis Obispo,2021,115,131
Cook,1984,227,21
St. Joseph,1989,166,254
Stark,2016,119,267
Houston,1980,200,191
Georgetown,2010,85,340
Lancaster,2009,128,203
Yakima,2009,152,267
Chaves,2019,52,117
Cabarrus,1996,45,60
Fond du Lac,2005,156,124
Mesa,2020,108,302
Athens,2018,57,88
Lenoir,2000,182,134
Darlington,2004,151,284
Haywood,1982,99,170
York,1994,202,223
Fresno,2018,185,84
Pinellas,2014,112,287
Dyer,2004,91,79
St Croix,2001,188,319
Athens,1997,35,56
Virginia Beach City,1982,187,246
Polk,1990,45,55
Bristol City,2005,115,47
Suffolk,1999,192,155
Hamilton,1993,178,266
Chase,2002,59,23
Jackson,1998,126,284
Lyon,2013,90,135
Olmsted,1983,141,193
Comanche,1981,4,34
El Paso,2018,119,233
Kalamazoo,1998,190,101
Weber,1989,159,164
Sherman,1999,89,47
Logan,1981,101,113
Middlesex,1997,213,284
Suffolk,1982,271,14
Mercer,1983,242,235
Sheridan,2014,71,111
Henrico,1997,195,149
Davis,1990,161,179
Lackawanna,1982,245,189
Madera,1992,179,221
Collin,2013,140,277
Lake,2012,143,336
Monmouth,2005,185,314
Amador,1996,201,236
Franklin,2002,36,61
Anderson,2016,90,240
Tolland,1985,225,130
Aiken,2019,97,230
Chautauqua,2015,126,304
Armstrong,2019,71,323
Kane,2021,112,199
DeKalb,2007,220,102
Lake,2008,147,188
St. John the Baptist,1999,169,271
Portage,1993,182,135
Chelan,2013,99,275
Mecklenburg,1984,197,100
Marshall,2008,148,137
Martin,2017,74,290
Kootenai,1999,167,345
Scioto,1985,159,298
Pike,1988,44,15
Fulton,1996,210,168
Cowlitz,2006,95,311
Meigs,2001,187,122
Bayamon,1992,200,174
Atlantic,2008,119,251
Hamilton,2013,84,166
Milwaukee,2020,169,268
Lycoming,1988,197,267
Hinds,1994,108,322
Washington,1994,46,57
McHenry,1980,192,99
Erie,2013,122,261
Goodhue,2016,87,202
Oneida,1983,200,212
Kent,1983,223,185
Lucas,1992,183,264
Wood,1983,208,138
St. Clair,1988,208,225
Lauderdale,1994,133,235
Canyon,2011,110,336
Alameda,2003,172,300
Clackamas,1980,143,349
Platte,2021,664,169
Honolulu,2018,75,358
Davis,1992,197,163
Weld,2010,126,231
Kay,2014,122,184
Queens,2001,192,181
Utah,2006,140,184
Washington,1997,36,56
Jackson,1987,200,157
Umatilla,1998,67,202
Raleigh,1999,127,62
Sumner,2010,122,274
Klamath,2003,146,206
Calaveras,2014,115,264
Jackson,1986,200,210
Perry,1994,154,308
Elbert,2009,44,55
Crittenden,2009,133,311
Gunnison,1991,108,251
McMinn,1995,115,314
Yuma,2017,235,241
Denali ,1992,48,354
Iron,1994,69,58
Hardin,2020,80,328
Koochiching,1993,108,337
Sandoval,1997,126,255
Allen,2011,122,197
Galveston,2014,119,293
Douglas,2015,122,256
Alameda,1988,177,225
Sutter,1999,179,194
Glenn,2018,230,275
Nassau,1998,130,312
Lycoming,1992,133,340
Klamath,2012,152,253
Montgomery,1990,151,184
Napa,1988,156,304
Guayama,1995,77,106
Kewaunee,2000,156,159
Dorchester,2014,90,277
Johnson,2011,48,105
Will,1999,169,236
Vilas,2016,77,193
Blair,1995,179,231
Pickens,2002,187,133
Jefferson,2015,100,279
Luzerne,2014,87,345
Salt Lake,1998,203,167
Arlington,1982,213,211
Allen,1993,166,262
Polk,2009,126,296
Mobile,2004,238,249
Cleveland,1998,201,236
Hancock,2002,159,290
Pike,2020,64,351
Baltimore (City),1992,150,211
Greenbrier,2003,156,143
Marengo,1995,47,40
Chester,1986,206,223
Benton,2010,68,347
Suffolk,1997,214,282
Bronx,1995,210,160
Tompkins,1998,177,260
Fauquier,1984,192,107
Whitley,2002,33,14
Racine,1989,225,274
Cumberland,1986,192,230
Plymouth,2011,70,97
Sutter,2006,179,167
Hood,2013,169,298
Pointe Coupee,2021,100,293
Suffolk,1994,159,132
Dona Ana,2012,1635,149
Tehama,1988,73,40
Washington,1985,109,238
Columbus,1992,76,341
Palm Beach,1987,126,328
West Baton Rouge,2003,207,155
Hudson,1996,179,213
Adams,2017,132,206
Clark,2015,87,305
Greene,2002,158,178
Orange,1992,256,105
Shelby,2003,179,99
Platte,1998,70,59
Marion,2006,140,90
Kewaunee,1993,151,154
Palm Beach,2021,81,160
Dubois,2017,69,105
Albemarle,2015,75,322
Hidalgo,1996,163,260
Weston,2007,54,355
Hawkins,1990,200,107
Chelan,1992,38,44
Mesa,2015,105,253
Edgefield,2014,68,243
Baltimore (City),1983,227,47
Bay,1999,63,51
Okanogan,2008,86,254
Hunt,2018,154,329
Coconino,2010,136,237
Knox,2004,115,159
Fairfield,1997,56,58
La Plata,1999,147,235
Rapides,2003,121,47
Fremont,2010,112,235
Pinellas,2016,97,315
Baker,2017,170,308
Fannin,1980,200,175
Calaveras,1996,207,225
Huntington,2000,169,103
Clearfield,2018,101,320
Churchill,2012,51,205
Tooele,1999,89,91
Berkeley,2004,133,299
Johnson,2012,140,109
Mille Lacs,2004,93,211
Yuma,1984,185,264
Bronx,2008,151,160
Thurston,1986,120,115
San Bernardino,1985,298,36
Carson City,1993,60,54
Sanders,1990,154,276
Campbell,2005,201,198
Minnehaha,1994,43,61
Kootenai,1996,135,103
Siskiyou,2001,69,287
Mobile,1981,203,129
Mason,1993,200,141
Union,2010,108,194
Washington,2008,136,170
Adams,1994,54,52
Harrison,2009,71,70
York,1997,192,243
Park,2008,118,113
Pueblo,1982,65,354
Kauai,1998,29,46
Jefferson,2001,95,32
Sandusky,1997,154,46
Orange,2006,209,131
Yuma,1981,136,303
Brooke,2001,200,121
Pickens,1992,140,275
Park,1994,109,56
Lancaster,1983,213,232
Summit,2008,164,241
LaPorte,1995,227,254
Imperial,2015,175,87
Osage,2009,64,348
Belknap,2003,147,164
Maverick,2014,79,255
Cumberland,1994,159,272
Walker,2011,95,145
Monmouth,1993,221,291
Lawrence,1993,161,260
Maverick,2011,136,253
Dakota,1994,117,317
Sebastian,1990,56,55
Park,2017,86,107
Jefferson,2013,129,192
Escambia,2004,156,147
Sangamon,2015,85,327
Santa Clara,1981,219,220
Marengo,1996,51,59
Box Elder,2018,151,225
Loudoun,2016,112,318
Beaufort,2002,80,84
Stearns,1981,81,335
Roane,1990,200,276
Wallowa,2000,44,34
Linn,2008,122,230
Escambia,1985,200,233
McClain,2015,87,322
Glenn,1980,156,261
Honolulu,2000,190,348
Juncos,2014,38,365
San Benito,2011,108,300
Champaign,2021,99,234
Allegany,1989,119,289
Kent,2012,159,237
Spartanburg,2004,156,145
Burke,2003,117,344
Androscoggin,1997,71,355
Clark,2015,151,140
Essex,1982,202,272
Pointe Coupee,2017,105,343
Philadelphia,1988,259,77
Cambria,2012,159,202
Berks,1984,202,167
Hamilton,1980,208,224
Cameron,2002,140,288
Warren,2003,213,131
Napa,2015,108,237
Racine,2003,147,156
Racine,2006,133,153
Catron,2004,55,111
Idaho,2003,98,47
Dearborn,1983,200,134
Anne Arundel,1995,244,204
Sumter,2020,64,237
Custer,2004,41,122
Burke,2017,135,331
Montrose,1996,56,55
Pueblo,1980,69,315
Campbell,2002,168,179
Fredericksburg City,2003,51,50
Linn,2002,110,141
Napa,1991,115,313
Columbiana,1984,200,178
King William,2008,33,59
Maverick,2006,72,243
Multnomah,2002,123,291
Rutland,2000,121,304
Jackson,1991,190,270
Shelby,2007,161,83
Dearborn,1983,200,134
Humphreys,1989,178,199
Hughes,2017,98,349
Hamilton,2019,97,243
Tulsa,2002,185,139
Nez Perce,2020,363,309
Henry,2002,223,164
Hardin,1995,206,123
DeKalb,2011,172,163
Carson City,1987,43,335
Grand,1998,50,55
Muskegon,1987,232,282
Idaho,2011,50,306
Lane,1985,157,271
Pend Oreille,2011,153,128
Montgomery,1995,200,311
St Thomas,2000,83,40
Putnam,2000,182,96
Clearfield,2007,126,151
Mayes,2010,101,199
Harrison,2008,108,244
Potter,2020,138,305
Williamson,2011,129,154
Champaign,2001,136,246
Clark,2004,80,183
Guayanilla,2017,78,37
Benzie,2010,112,140
DeSoto,1981,156,226
Lake,2003,190,108
Belmont,2021,74,249
Madison,2015,108,172
Marin,1997,108,349
Davie,1995,25,15
Ouachita,2017,81,340
Ector,1996,86,56
Comanche,2004,151,272
Travis,2000,187,177
York,2006,140,144
Columbus,1991,200,343
Lake,1988,172,83
Mason,2007,177,132
Wise,1998,40,54
Davis,2019,119,265
Custer,1999,67,29
Spencer,1996,119,282
Carter,2008,122,193
Leelanau,2006,179,139
Greene,1980,190,230
Talladega,2010,76,64
Ingham,2012,147,284
Coos,1985,174,129
Cochise,2012,120,208
Carroll,2011,122,147
Osceola,1997,159,305
Geauga,2010,154,138
Comanche,1986,31,92
Cumberland,2002,165,165
Lea,2007,97,304
Adams,1994,122,123
Ashtabula,2005,197,279
Denali ,2016,54,357
Bell,2020,71,256
Morris,2004,136,284
Coshocton,1980,122,30
Denver,2009,100,272
Kenosha,2010,159,209
Passaic,1992,51,58
Roanoke,1985,150,260
Cedar,1999,35,4
Ohio,2002,185,191
Coconino,2006,122,211
Gulf,1995,64,53
Walla Walla,2001,114,103
Albany,2007,190,214
Mono,2016,6403,314
Morgan,2011,115,193
Madison,1993,55,137
Kitsap,2010,89,309
Grant,2012,84,322
Jefferson,2021,105,270
Terrebonne,2011,68,104
Hendricks,1999,166,77
Erie,1999,89,27
Manatee,1980,200,337
Norfolk City,2000,113,238
Chautauqua,1982,200,136
Lancaster,2009,228,341
Delta,1996,103,363
Catron,1998,70,99
Roane,1988,179,277
Oklahoma,1998,221,219
Sandoval,2012,100,297
Pasco,2004,140,279
Lemhi,2000,170,92
Bossier,2017,100,301
Valencia,2001,97,270
Burke,2006,85,326
Solano,2015,118,246
Jefferson,2021,60,173
Clark,2010,90,176
Fairfax,1992,192,159
Brazoria,2004,212,271
Bristol City,2009,85,90
Madison,1992,166,311
Williamson,2012,136,185
Frederick,1998,201,106
Seneca,1991,76,23
Mendocino,1993,84,360
Adams,1993,129,223
St. Lawrence,2019,105,279
Nicollet,2001,89,32
Warren,2009,87,201
Vilas,2013,80,204
Lyon,2018,84,332
Placer,2014,240,168
San Juan,1990,63,88
Morgan,2016,107,304
Jefferson,2002,125,325
Orleans,1995,133,278
Fairfax,1985,214,139
Carter,2000,153,153
Elkhart,2000,126,154
Ravalli,2001,117,319
Teton,2019,87,326
Honolulu,2021,66,178
York,2009,127,192
Greene,1991,184,267
San Bernardino,2007,234,64
Shelby,2013,97,148
Jackson,1998,34,88
Lucas,2009,154,243
Broward,2015,101,317
Carter,1999,75,14
Meade,2007,50,336
Beaver,1996,200,102
Saint Louis,1986,243,61
Goodhue,2007,133,147
Liberty,2018,71,273
New York,2013,108,223
Greenville,1993,79,337
Lenoir,2015,80,185
Steuben,2013,84,343
Taylor,2018,93,308
Lake,2012,151,275
St John,2015,71,94
Murray,2018,100,241
Lenoir,2021,97,222
Roane,1983,200,139
Clermont,1980,205,234
Honolulu,2003,170,355
Ellis,2003,108,100
Warren,1994,104,344
San Juan,2002,31,101
Tompkins,1995,159,199
Pueblo,1987,56,12
Hampton City,2013,105,309
Smyth,1997,56,60
Lane,2010,127,255
Knox,2012,136,263
El Paso,2000,179,114
Canadian,2005,172,283
Chesapeake City,1984,117,249
Greene,1993,200,228
Fayette,2007,202,165
Jackson,2012,93,330
Jefferson,1995,203,171
Kennebec,1990,179,292
Mercer,2020,105,319
Grant,1989,159,282
Union,2005,151,292
Carroll,2011,29,61
Belmont,1983,198,141
Morris,2015,108,312
Scotts Bluff,1991,61,50
Oklahoma,1996,169,244
New Hanover,2012,122,311
Pike,1991,172,265
Grant,2009,59,346
Fayette,2004,100,269
Eddy,2013,122,247
Columbia,1990,159,198
Woodbury,2014,108,346
Loudon,2013,80,234
Jersey,2007,150,170
Sangamon,2015,85,327
Saint Charles,1993,200,282
Westchester,1987,212,297
Door,2011,161,176
Clark,1990,200,285
Linn,2011,100,222
Knox,2012,133,262
Rockbridge,2015,81,251
Wythe,2017,77,231
Preble,1999,154,118
Jefferson,2012,190,201
San Luis Obispo,2019,108,230
Thomas,2015,70,113
Ottawa,1986,200,219
Stevens,1996,141,4
Sumner,2012,156,269
Orleans,1993,133,290
Contra Costa,1994,179,296
Tazewell,1988,200,235
Kern,2018,190,65
Sarasota,2018,97,306
Ector,1991,46,34
Inyo,2014,911,233
Kitsap,2009,126,293
Clark,2021,100,171
Fresno,2017,207,102
Chase,2019,113,112
Collier,1998,57,56
Baltimore (City),1993,172,164
Polk,1998,200,211
Daviess,2002,129,266
Lowndes,2019,68,255
Orange,1999,177,189
Ohio,1989,144,263
Monroe,2012,108,274
Stafford,2004,182,170
Lake,2016,130,117
Monroe,2000,50,59
Dona Ana,2014,455,192
Custer,2010,35,110
Atlantic,1991,229,229
Jasper,2017,74,325
York,1990,232,290
Effingham,1998,151,152
Wexford,2009,122,325
Prowers,2002,146,316
Johnson,1990,59,47
Hamilton,1987,192,110
Aroostook,1992,193,173
Summit,1980,205,17
Rockingham,2020,54,299
Harrison,2005,156,139
Jefferson,2012,172,148
Simpson,1991,150,82
Bremer,2017,93,224
Fairfield,1989,238,120
Hidalgo,2005,122,219
Matanuska-Susitna ,2009,103,111
Putnam,2002,58,60
Lancaster,1991,100,327
Iron,1986,200,190
Lenawee,2009,122,164
Mercer,2021,168,177
Delta,2004,43,91
Paulding,2011,154,200
Whitman,2010,63,353
Wayne,1991,51,58
Alameda,1994,166,289
Del Norte,1998,52,143
St. John the Baptist,1988,206,256
Pierce,2008,154,273
Sweetwater,1997,62,53
Jo Daviess,2016,108,331
Juncos,2017,90,194
Cameron,2004,151,315
Canyon,1995,64,49
Shawnee,2013,93,310
Clark,1996,140,172
Iberville,2003,200,237
Warrick,1994,223,46
Kaufman,2005,172,208
Lubbock,2003,80,53
Madison,2013,80,319
New Brunswick,1995,97,117
Saint Louis,1980,181,222
Pueblo,2005,63,119
Lyon,2012,101,275
Seminole,1995,151,307
Ocean,2010,172,249
Webb,1994,67,41
Sherburne,1981,208,276
Ashtabula,1991,202,216
Carbon,2019,139,325
Marion,2008,143,121
La Paz,2013,115,148
Churchill,1994,56,43
Bronx,2007,150,165
Harford,2014,133,229
Worcester,2003,159,165
Fayette,2007,75,265
Greenup,1982,177,114
Martin,1983,156,262
Alamosa,2002,131,318
Guayama,1980,87,166
York,1987,220,139
Greene,1991,51,58
Manatee,1999,201,230
Ottawa,1992,179,83
Orange,1981,200,254
Denver,2002,143,129
Washington,2002,102,80
Dougherty,2017,151,272
Lake,2017,183,100
Essex,1995,185,269
Alameda,1989,190,237
Minidoka,2000,53,54
Rockingham,1980,215,251
Boone,1983,200,176
Washington,2012,150,280
Berrien,2000,182,153
Elk,2011,112,327
Dunn,1989,62,364
Pennington,2001,109,263
Lee,2009,87,306
Fairfield,1999,229,207
Manatee,1989,164,50
Idaho,2008,63,285
Nye,2014,143,339
Campbell,1994,174,222
Stearns,2003,113,254
Lee,2005,52,118
Dougherty,1997,63,53
Tulsa,2019,105,257
El Paso,2004,105,293
Adams,1995,126,320
Rockingham,1981,203,296
Hancock,2005,172,309
Coweta,2012,112,277
Fayette,1995,197,257
Holmes,2019,84,289
Jefferson,1991,166,201
Effingham,2014,90,187
Simpson,2000,172,161
Charles,2017,100,189
St. Croix,2009,130,263
Newton,2000,129,257
Spokane,2015,167,258
DeSoto,2014,112,279
Colusa,1993,150,286
Cascade,1990,79,340
Wayne,1996,161,238
Chesterfield,1992,182,159
Chippewa,2007,136,59
Juncos,2016,225,288
Allegheny,2004,171,81
Holmes,2013,88,309
Dawson,1995,85,47
St. Louis City,2005,185,66
Henrico,2007,174,171
Roane,1996,160,295
Box Elder,2002,174,105
McCracken,2011,159,238
Baldwin,2011,126,204
Buncombe,2006,143,182
Silver Bow,1986,130,25
Columbus,1992,76,341
Gila,1985,200,38
Prowers,1996,153,345
Medina,2020,93,321
Chatham,2002,151,238
Franklin,1988,51,55
Escambia,1994,58,59
Franklin,2004,78,332
Mecklenburg,2015,129,245
Knox,2020,105,328
Durham,1999,192,154
Tioga,2016,112,313
El Dorado,2001,204,160
Warrick,1987,200,56
Mono,1998,108,225
Kings,2007,196,69
Uinta,1986,42,49
Athens,1999,127,56
Clear Creek,2019,112,205
Cascade,2007,140,354
Essex,2004,166,274
Greene,2010,119,104
Dyer,2015,66,99
Columbia,2020,115,187
Rutland,2008,107,264
Winona,1999,39,37
Grant,2020,322,248
Chittenden,2004,129,309
St. Mary,1995,177,207
Fremont,2001,37,59
Schenectady,1983,174,267
Allegan,1991,229,41
Glynn,2019,80,254
Ozaukee,1988,229,125
Cassia,2011,74,165
Camden,2006,210,173
Peoria,1993,133,247
Boyd,1985,205,184
Lake,2018,164,304
New Hanover,1980,161,72
Hancock,1985,195,71
Mahoning,2011,140,209
Knox,2005,192,140
Jefferson,2014,133,234
Iredell,1983,125,268
Multnomah,1990,97,213
Calaveras,2011,143,216
Boise,2009,77,303
Cherokee,2004,115,325
Eddy,1997,109,352
Roosevelt,1983,17,272
Knox,2007,150,241
Brewster,1993,97,298
Hartford,2009,119,293
Jefferson,1996,202,141
Charlottesville City,1990,60,59
Hinds,1982,216,310
Hampshire,1988,252,185
Vilas,2000,122,187
Franklin,2006,113,259
Rock,2019,77,185
Tooele,2018,138,222
Yavapai,2002,166,125
St. Lucie,2006,112,245
Sheboygan,1996,201,148
Rockwall,2015,140,309
Oconee,2019,105,308
Warren,1990,164,200
Rensselaer,1980,200,189
Columbia,2001,133,292
Chatham,1997,112,287
Broward,1993,179,295
St. James,1992,156,345
Trinity,2017,498,100
Seneca,1991,76,23
Prowers,2021,576,218
St. Croix,1987,166,133
Lee,2020,54,242
Bibb,2008,151,155
Stanislaus,2010,177,166
Madison,1995,112,138
Elk,1999,150,276
Garfield,2007,60,116
Lehigh,1990,197,294
Aroostook,2017,120,312
District of Columbia,2006,192,157
Skagit,2017,99,349
Montgomery,2020,77,333
Virginia Beach City,1999,113,46
Cumberland,2000,133,332
Douglas,2019,126,212
Holmes,1997,108,300
Washington,2016,90,189
Cherokee,1992,197,269
Imperial,1984,29,23
San Patricio,1982,201,236
Weston,2007,54,355
Haywood,2006,203,241
Macon,2015,80,335
Roanoke,2016,100,319
Vernon,2007,136,154
Franklin,2005,201,200
Gibson,1992,200,206
Rock Island,1980,207,253
Mayagnez,2003,72,89
Forsyth,1998,213,189
Callaway,2010,119,172
Missoula,1980,197,135
Valley,2019,91,290
Pike,1999,166,96
Lancaster,1995,209,260
Polk,2007,108,231
Chippewa,2012,40,61
Lake,2000,138,294
Buchanan,2012,79,220
Calcasieu,1990,220,261
Coos,2011,53,44
Napa,1995,177,343
Saint Louis,1993,203,154
Augusta,1990,151,271
Kalamazoo,1994,169,275
Humphreys,1983,194,162
Plymouth,2015,126,293
Loudon,2012,177,171
Pickaway,1987,77,27
Putnam,2001,109,347
St. Louis City,1991,156,113
Wood,2020,80,347
Bristol,2020,119,315
Santa Clara,2015,147,247
Hamilton,2009,115,129
Nassau,1995,200,281
Belknap,2006,112,179
Winnebago,2002,166,259
Marion,1980,156,249
Kent,2020,80,332
Eau Claire,2004,30,56
Yabucoa,1993,20,307
El Paso,2016,147,198
Eau Claire,1980,76,318
Clark,2008,84,324
Sheboygan,1995,206,134
Mobile,1981,203,129
Cass,2007,102,50
Orange,2007,150,225
Warren,1993,151,167
Jefferson,1986,224,179
Adams,2010,76,326
Anderson,1994,179,263
Monongalia,2011,119,293
Santa Fe,2001,48,365
Kanawha,2015,162,299
Washington,1997,62,54
St. Louis City,2002,206,81
Benton,2020,908,317
Fayette,1990,154,120
Dyer,2014,80,85
Clay,2014,70,96
Ector,1990,58,53
DeKalb,2010,101,248
Oakland,1980,223,253
Wake,1994,197,213
Keweenaw,2004,71,116
Cook,2000,155,41
Franklin,1996,177,103
Avery,1996,143,143
Yolo,1999,172,251
Washtenaw,1999,201,256
Caddo,2010,126,287
Lenoir,2006,136,161
Saint Louis,2010,133,175
Edmonson,2021,74,253
Douglas,2006,150,165
Glenn,1989,60,58
Greenbrier,2012,140,160
Garfield,2017,101,340
Muscatine,2001,143,262
Grenada,2008,80,78
Delaware,2004,36,57
Union,2018,112,288
Victoria,2015,105,323
Gila,2007,200,61
Lake,2012,108,326
Effingham,2021,77,226
Hampton City,2004,150,265
San Bernardino,1998,296,69
Cass,1987,97,253
Caddo,2000,71,28
Queens,1980,278,144
Chesterfield,2010,126,246
Lucas,2020,136,303
Minnehaha,2015,124,286
Pennington,2011,94,308
San Bernardino,2004,242,64
Morgan,1992,200,215
Lake,2002,210,159
Baltimore (City),2002,213,113
Snohomish,1985,200,216
Marin,2012,81,319
Lake,2021,83,169
Toa Baja,1986,36,122
DeKalb,2020,61,336
Douglas,1981,131,278
Hampton City,1980,201,162
Volusia,1985,47,324
Knox,2009,129,260
Fayette,1984,200,239
Garfield,2010,40,116
Queens,1990,208,246
Kern,1998,233,127
Lake,1992,86,249
Ravalli,2016,158,278
Sheboygan,2019,108,180
Clark,2012,129,107
Lawrence,2009,64,44
Hawaii,2015,222,2
Franklin,2009,61,351
Cedar,2001,122,131
Stearns,2019,93,313
McHenry,2009,100,242
Bonneville,2001,80,100
Summit,2001,77,112
Webb,2007,100,228
Colusa,1984,169,56
McClain,2001,151,268
Vanderburgh,2017,115,283
Monongalia,1985,192,213
Billings,1982,183,230
Calvert,2012,206,142
Alexander,2016,100,246
Victoria,2011,133,286
Mecklenburg,2012,166,218
Baldwin,2000,129,306
Chesterfield,2021,101,152
Billings,1986,127,341
Fond du Lac,1984,179,135
Monmouth,2004,185,315
Idaho,2020,191,293
Mercer,2007,201,205
Ashley,1999,92,5
Centre,1993,190,253
Hays,2005,126,161
Fairfax,2014,105,294
Guayama,1996,61,106
Belmont,1995,136,313
Washington,2010,106,93
Anoka,1987,159,304
Richland,2018,101,312
Oldham,2011,179,152
Jasper,2020,82,320
Contra Costa,1981,179,234
Tooele,1994,90,349
Kaufman,2017,112,313
Merrimack,1993,194,231
Sublette,1996,147,173
Grand Forks,1993,66,192
Tuolumne,2008,209,237
Sandoval,2011,100,202
Chattooga,2001,49,56
Lake,2004,87,343
Columbia,2008,100,164
Warren,2003,129,231
Jefferson,1992,190,210
Rockwall,2004,169,286
Coles,1991,51,54
La Salle,2014,20,356
Carter,1983,177,100
Macon,2000,156,271
Yamhill,2010,69,354
Pasquotank,2003,123,42
Muscatine,2015,151,228
Tazewell,1983,196,235
Glacier,1996,54,41
Shelby,1997,202,155
Lane,2005,160,215
Sierra,1996,80,12
King,2014,150,259
Kenai Peninsula ,2010,17,121
Trigg,2014,101,311
Clinton,2021,112,174
Spencer,1990,200,120
Wayne,1998,195,146
Clinton,2012,187,123
Yakima,1990,89,248
Clinton,2016,129,176
Sarpy,1999,80,51
Washington,2000,151,223
Monroe,2014,157,274
Providence,2015,170,237
Allegan,2004,202,214
Pierce,2002,155,200
Arapahoe,2017,119,224
Adams,1993,147,166
Adams,1999,174,107
Gunnison,2007,103,239
Alexandria City,2009,97,330
Hawaii,1997,200,216
Broward,2003,112,285
Davie,2005,159,109
Shoshone,2010,155,201
Marshall,2000,192,168
Blount,2014,97,290
Duchesne,2013,213,173
Pike,2010,166,239
Montgomery,2016,140,280
New Castle,2020,105,300
Atlantic,1991,229,229
Nueces,2013,100,274
Adams,1984,150,168
Vilas,1992,34,58
St. Louis City,1991,156,113
Cumberland,1985,232,229
Del Norte,1991,67,351
Columbia,1991,50,152
Umatilla,2008,124,267
Sanders,2019,94,330
Richmond,2001,205,156
Bristol City,2001,120,42
Goshen,2016,78,293
Pine,2000,24,337
Duval,2014,126,266
Morton,2000,139,229
Kent,2000,192,181
Placer,2010,200,186
Fairfield,1992,208,220
Union,1980,233,116
Muskegon,1990,209,137
Park,1988,327,26
Anne Arundel,1982,202,177
Guaynabo,2011,62,313
Bristol City,2015,63,103
Lackawanna,1993,200,264
Chester,2006,151,151
Montgomery,2004,172,162
Suffolk,2003,213,262
Orange,1988,295,68
Coos,2002,204,230
Sumner,2006,151,261
Bristol City,2010,71,77
Hancock,2020,21,8
Hampshire,1986,195,179
Lorain,2017,101,323
Muskegon,2010,129,176
Clackamas,2015,172,196
Washington,1990,53,57
Muskegon,2014,129,147
